TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.xmlrpc.client.XmlRpcLiteHttpTransport,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,15,75,87983,1625991298714,0.4,11111100001000001000001011100000000000000000000000000001111111111000000000001111110111100111111111110000000000000111111010000,0.3220338983050847,11100000101110111111010001000100011000000000000000000000010,1.0,1111111111,1,1,5,3,0.4097560975609756,1111111111100011111011111111111001000001111111111111101000100010111111111110011111000000000000000000000000011111111110000000000000000000000000001111110000000000000000000000000000000000000000000000011110111,0.10526315789473684,0010010000000000000,1.0,111111111,0.5555555555555556,110110010,0.3220338983050847,11010001010111011110110000100100011000000000000000000000010
