TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.xmlrpc.parser.XmlRpcResponseParser,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,88,0.3,2,27,158,113325,1625990994518,0.5955056179775281,01111100000000000000000011111111111100010110000000111111111111111111111111111111100001001,0.7093023255813954,11111111000011111111011111111111111111011111100000111111011111111111011000001110000000,1.0,1111111,0,0,5,3,0.7763157894736842,11100000000111111111111111011111011111111101111101111101111101111111111110111010111111111111011111011111111111111011111101011111111111110000000000001111,0.5,0100100111,1.0,111111111,1.0,111111111,0.7093023255813954,11111111000011011111111111111111111110111111010000111111011111111111100100001011000000
