TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.xmlrpc.webserver.HttpServletResponseImpl,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,127,0.3,2,87,1350,202550,1622549337854,0.9095022624434389,11111111111111111111110111111111111111111000011111111111111111111111111111111111111111111111111111101111111111000011110110010010110100011111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8907103825136612,111111111101111111111111111110100111111111111111111111111111111110111111111111101111111111111011111010101111111010111010111011111110111010101111111111111011111111111111111111111111111,1.0,11111111111111111111111111111,15,1,10,1,0.9765807962529274,11111111111111101100001111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111110111011111111111111111111111111111111111111111111111111110111111111100001111011001011111111111111111111111111111111111111111111111111111111111110111101111,0.3783783783783784,1100000000000001001001101011100101011,0.9722222222222222,111111111011111111111111111111111111,0.75,100111000011111111111111100111011111,0.819672131147541,110111111111111111111111111110100111111110111111111111111111110110111111111111101111011111010111010110111011101001111011011111110111011000011110110111110111011100110111111111111111111
